bilmerke;alder;Registrerte personbiler 2019;Registrerte varebiler 2019
Rapid;16 - 20 år;0;1
Rapid;Over 20 år;0;2
Rapido;Under 4 år;0;0
Rapido;4 - 7 år;0;0
Rapido;8 - 11 år;0;0
Rapido;12 - 15 år;0;221
Rapido;16 - 20 år;1;33
Rapido;Over 20 år;0;0
Rc;Under 4 år;0;0
Rc;4 - 7 år;0;0
Rc;8 - 11 år;0;0
Rc;12 - 15 år;0;0
Rc;16 - 20 år;0;0
Rc;Over 20 år;0;1
Reko Trailer;Under 4 år;0;0
Reko Trailer;4 - 7 år;0;0
Reko Trailer;8 - 11 år;0;0
Reko Trailer;12 - 15 år;0;0
Reko Trailer;16 - 20 år;0;0
Reko Trailer;Over 20 år;0;0
Reliant;Under 4 år;0;0
Reliant;4 - 7 år;0;0
Reliant;8 - 11 år;0;0
Reliant;12 - 15 år;0;0
Reliant;16 - 20 år;0;0
Reliant;Over 20 år;2;0
Renault;Under 4 år;9977;2709
Renault;4 - 7 år;7949;2414
Renault;8 - 11 år;2809;1633
Renault;12 - 15 år;4673;3013
Renault;16 - 20 år;4497;1290
Renault;Over 20 år;1506;95
Renault/vp;Under 4 år;0;8
Renault/vp;4 - 7 år;0;0
Renault/vp;8 - 11 år;0;0
Renault/vp;12 - 15 år;0;0
Renault/vp;16 - 20 år;0;0
Renault/vp;Over 20 år;0;0
Reo;Under 4 år;0;0
Reo;4 - 7 år;0;0
Reo;8 - 11 år;0;0
Reo;12 - 15 år;0;0
Reo;16 - 20 år;0;0
Reo;Over 20 år;14;3
Replika kjøretøy;Under 4 år;0;0
Replika kjøretøy;4 - 7 år;0;0
Replika kjøretøy;8 - 11 år;0;0
Replika kjøretøy;12 - 15 år;0;0
Replika kjøretøy;16 - 20 år;0;0
Replika kjøretøy;Over 20 år;3;0
Rewaco;Under 4 år;0;0
Rewaco;4 - 7 år;0;0
Rewaco;8 - 11 år;0;0
Rewaco;12 - 15 år;0;0
Rewaco;16 - 20 år;2;0
Rewaco;Over 20 år;0;0
Riley;Under 4 år;0;0
Riley;4 - 7 år;0;0
Riley;8 - 11 år;0;0
Riley;12 - 15 år;0;0
Riley;16 - 20 år;0;0
Riley;Over 20 år;32;0
Rimor;Under 4 år;0;0
Rimor;4 - 7 år;0;0
Rimor;8 - 11 år;0;0
Rimor;12 - 15 år;0;17
Rimor;16 - 20 år;0;0
Rimor;Over 20 år;0;0
Roadless;Under 4 år;0;0
Roadless;4 - 7 år;0;0
Roadless;8 - 11 år;0;0
Roadless;12 - 15 år;0;0
Roadless;16 - 20 år;0;0
Roadless;Over 20 år;0;0
Roelofsen;Under 4 år;0;11
Roelofsen;4 - 7 år;0;4
Roelofsen;8 - 11 år;0;0
Roelofsen;12 - 15 år;0;0
Roelofsen;16 - 20 år;0;0
Roelofsen;Over 20 år;0;0
Rolls-Royce;Under 4 år;3;0
Rolls-Royce;4 - 7 år;6;0
Rolls-Royce;8 - 11 år;3;0
Rolls-Royce;12 - 15 år;3;0
Rolls-Royce;16 - 20 år;9;0
Rolls-Royce;Over 20 år;301;0
Ronidan;Under 4 år;0;0
Ronidan;4 - 7 år;0;0
Ronidan;8 - 11 år;0;0
Ronidan;12 - 15 år;0;0
Ronidan;16 - 20 år;0;0
Ronidan;Over 20 år;0;0
Rosenbauer;Under 4 år;2;0
Rosenbauer;4 - 7 år;0;0
Rosenbauer;8 - 11 år;0;0
Rosenbauer;12 - 15 år;0;0
Rosenbauer;16 - 20 år;0;0
Rosenbauer;Over 20 år;0;0
Rotec;Under 4 år;0;0
Rotec;4 - 7 år;0;0
Rotec;8 - 11 år;0;0
Rotec;12 - 15 år;0;1
Rotec;16 - 20 år;0;0
Rotec;Over 20 år;0;0
Rover;Under 4 år;0;0
Rover;4 - 7 år;0;0
Rover;8 - 11 år;0;0
Rover;12 - 15 år;37;0
Rover;16 - 20 år;373;0
Rover;Over 20 år;769;176
Ruf;Under 4 år;0;0
Ruf;4 - 7 år;0;0
Ruf;8 - 11 år;0;0
Ruf;12 - 15 år;1;0
Ruf;16 - 20 år;0;0
Ruf;Over 20 år;0;0
Rusch;Under 4 år;0;0
Rusch;4 - 7 år;0;0
Rusch;8 - 11 år;0;0
Rusch;12 - 15 år;0;0
Rusch;16 - 20 år;0;0
Rusch;Over 20 år;1;0
Saab;Under 4 år;0;0
Saab;4 - 7 år;3;0
Saab;8 - 11 år;1143;0
Saab;12 - 15 år;7420;0
Saab;16 - 20 år;7475;20
Saab;Over 20 år;4282;6
Santana;Under 4 år;0;0
Santana;4 - 7 år;0;0
Santana;8 - 11 år;0;1
Santana;12 - 15 år;0;3
Santana;16 - 20 år;0;1
Santana;Over 20 år;0;0
Saturn;Under 4 år;0;0
Saturn;4 - 7 år;0;0
Saturn;8 - 11 år;0;0
Saturn;12 - 15 år;0;0
Saturn;16 - 20 år;0;0
Saturn;Over 20 år;0;0
Saxas Nutzfahrzeuge Werdau A;Under 4 år;0;0
Saxas Nutzfahrzeuge Werdau A;4 - 7 år;0;2
Saxas Nutzfahrzeuge Werdau A;8 - 11 år;0;0
Saxas Nutzfahrzeuge Werdau A;12 - 15 år;0;0
Saxas Nutzfahrzeuge Werdau A;16 - 20 år;0;0
Saxas Nutzfahrzeuge Werdau A;Over 20 år;0;0
Scania;Under 4 år;0;0
Scania;4 - 7 år;0;0
Scania;8 - 11 år;0;0
Scania;12 - 15 år;0;0
Scania;16 - 20 år;2;0
Scania;Over 20 år;74;0
Schilter;Under 4 år;0;0
Schilter;4 - 7 år;0;0
Schilter;8 - 11 år;0;0
Schilter;12 - 15 år;0;0
Schilter;16 - 20 år;0;0
Schilter;Over 20 år;0;0
Schulz;Under 4 år;0;0
Schulz;4 - 7 år;0;0
Schulz;8 - 11 år;0;0
Schulz;12 - 15 år;0;0
Schulz;16 - 20 år;0;0
Schulz;Over 20 år;12;1
Seat;Under 4 år;566;0
Seat;4 - 7 år;21;0
Seat;8 - 11 år;24;0
Seat;12 - 15 år;85;3
Seat;16 - 20 år;1092;140
Seat;Over 20 år;374;48
Secma;Under 4 år;0;0
Secma;4 - 7 år;0;0
Secma;8 - 11 år;0;0
Secma;12 - 15 år;0;0
Secma;16 - 20 år;0;0
Secma;Over 20 år;0;0
Setra;Under 4 år;0;0
Setra;4 - 7 år;0;0
Setra;8 - 11 år;0;0
Setra;12 - 15 år;1;0
Setra;16 - 20 år;1;0
Setra;Over 20 år;2;0
Shelby;Under 4 år;1;0
Shelby;4 - 7 år;0;0
Shelby;8 - 11 år;0;0
Shelby;12 - 15 år;0;0
Shelby;16 - 20 år;0;0
Shelby;Over 20 år;0;0
Sima;Under 4 år;0;0
Sima;4 - 7 år;0;0
Sima;8 - 11 år;0;0
Sima;12 - 15 år;0;0
Sima;16 - 20 år;0;0
Sima;Over 20 år;1;0
Simca;Under 4 år;0;0
Simca;4 - 7 år;0;0
Simca;8 - 11 år;0;0
Simca;12 - 15 år;0;0
Simca;16 - 20 år;0;0
Simca;Over 20 år;25;1
Simpa Jdm;Under 4 år;0;0
Simpa Jdm;4 - 7 år;0;0
Simpa Jdm;8 - 11 år;0;0
Simpa Jdm;12 - 15 år;0;0
Simpa Jdm;16 - 20 år;0;0
Simpa Jdm;Over 20 år;0;0
Singer;Under 4 år;0;0
Singer;4 - 7 år;0;0
Singer;8 - 11 år;0;0
Singer;12 - 15 år;0;0
Singer;16 - 20 år;0;0
Singer;Over 20 år;12;0
Skoda;Under 4 år;23605;0
Skoda;4 - 7 år;29908;0
Skoda;8 - 11 år;26098;0
Skoda;12 - 15 år;15869;0
Skoda;16 - 20 år;6486;126
Skoda;Over 20 år;879;112
Smart;Under 4 år;492;0
Smart;4 - 7 år;522;0
Smart;8 - 11 år;471;0
Smart;12 - 15 år;733;0
Smart;16 - 20 år;326;0
Smart;Over 20 år;2;0
Solifer;Under 4 år;0;0
Solifer;4 - 7 år;0;0
Solifer;8 - 11 år;0;0
Solifer;12 - 15 år;0;0
Solifer;16 - 20 år;0;0
Solifer;Over 20 år;0;0
Sprintcar;Under 4 år;1;0
Sprintcar;4 - 7 år;0;0
Sprintcar;8 - 11 år;0;0
Sprintcar;12 - 15 år;0;0
Sprintcar;16 - 20 år;0;0
Sprintcar;Over 20 år;0;0
Squire;Under 4 år;0;0
Squire;4 - 7 år;0;0
Squire;8 - 11 år;0;0
Squire;12 - 15 år;0;0
Squire;16 - 20 år;0;0
Squire;Over 20 år;1;0
Ssangyong;Under 4 år;87;318
Ssangyong;4 - 7 år;106;276
Ssangyong;8 - 11 år;263;737
Ssangyong;12 - 15 år;1852;816
Ssangyong;16 - 20 år;325;53
Ssangyong;Over 20 år;58;16
Standar Motor Corporation;Under 4 år;0;0
Standar Motor Corporation;4 - 7 år;0;0
Standar Motor Corporation;8 - 11 år;0;0
Standar Motor Corporation;12 - 15 år;0;0
Standar Motor Corporation;16 - 20 år;0;0
Standar Motor Corporation;Over 20 år;0;0
Standard;Under 4 år;0;0
Standard;4 - 7 år;0;0
Standard;8 - 11 år;0;0
Standard;12 - 15 år;0;0
Standard;16 - 20 år;0;0
Standard;Over 20 år;15;0
Standard Motor Corporation;Under 4 år;0;0
Standard Motor Corporation;4 - 7 år;0;0
Standard Motor Corporation;8 - 11 år;0;0
Standard Motor Corporation;12 - 15 år;0;0
Standard Motor Corporation;16 - 20 år;0;0
Standard Motor Corporation;Over 20 år;1;0
Steyr;Under 4 år;0;0
Steyr;4 - 7 år;0;0
Steyr;8 - 11 år;0;0
Steyr;12 - 15 år;0;0
Steyr;16 - 20 år;0;0
Steyr;Over 20 år;5;1
Studebaker;Under 4 år;0;0
Studebaker;4 - 7 år;0;0
Studebaker;8 - 11 år;0;0
Studebaker;12 - 15 år;2;5
Studebaker;16 - 20 år;28;3
Studebaker;Over 20 år;155;14
Stutz;Under 4 år;0;0
Stutz;4 - 7 år;0;0
Stutz;8 - 11 år;0;0
Stutz;12 - 15 år;0;0
Stutz;16 - 20 år;0;0
Stutz;Over 20 år;1;0
Stx;Under 4 år;0;52
Stx;4 - 7 år;0;27
Stx;8 - 11 år;0;0
Stx;12 - 15 år;0;0
Stx;16 - 20 år;0;0
Stx;Over 20 år;0;0
Subaru;Under 4 år;4482;0
Subaru;4 - 7 år;11953;0
Subaru;8 - 11 år;11418;0
Subaru;12 - 15 år;10729;0
Subaru;16 - 20 år;9053;16
Subaru;Over 20 år;3593;246
Sunbeam;Under 4 år;0;0
Sunbeam;4 - 7 år;0;0
Sunbeam;8 - 11 år;0;0
Sunbeam;12 - 15 år;0;0
Sunbeam;16 - 20 år;0;0
Sunbeam;Over 20 år;70;0
Suzuki;Under 4 år;7697;0
Suzuki;4 - 7 år;11122;0
Suzuki;8 - 11 år;9488;0
Suzuki;12 - 15 år;17446;1286
Suzuki;16 - 20 år;8783;452
Suzuki;Over 20 år;2276;459
Swift;Under 4 år;0;0
Swift;4 - 7 år;0;0
Swift;8 - 11 år;0;0
Swift;12 - 15 år;0;0
Swift;16 - 20 år;0;0
Swift;Over 20 år;0;5
Tabbert;Under 4 år;0;0
Tabbert;4 - 7 år;0;0
Tabbert;8 - 11 år;0;0
Tabbert;12 - 15 år;0;0
Tabbert;16 - 20 år;0;0
Tabbert;Over 20 år;0;2
Talbot;Under 4 år;0;0
Talbot;4 - 7 år;0;0
Talbot;8 - 11 år;0;0
Talbot;12 - 15 år;0;0
Talbot;16 - 20 år;0;0
Talbot;Over 20 år;57;3
Tasso;Under 4 år;0;0
Tasso;4 - 7 år;0;0
Tasso;8 - 11 år;0;0
Tasso;12 - 15 år;0;0
Tasso;16 - 20 år;0;0
Tasso;Over 20 år;0;0
Tata;Under 4 år;0;0
Tata;4 - 7 år;0;0
Tata;8 - 11 år;0;0
Tata;12 - 15 år;0;0
Tata;16 - 20 år;0;0
Tata;Over 20 år;0;0
Tatra;Under 4 år;0;0
Tatra;4 - 7 år;0;0
Tatra;8 - 11 år;0;0
Tatra;12 - 15 år;0;0
Tatra;16 - 20 år;0;0
Tatra;Over 20 år;6;0
Tazzari;Under 4 år;0;0
Tazzari;4 - 7 år;2;0
Tazzari;8 - 11 år;0;0
Tazzari;12 - 15 år;0;0
Tazzari;16 - 20 år;0;0
Tazzari;Over 20 år;0;0
Tec;Under 4 år;0;0
Tec;4 - 7 år;0;0
Tec;8 - 11 år;0;1
Tec;12 - 15 år;0;70
Tec;16 - 20 år;0;4
Tec;Over 20 år;0;0
Tempo;Under 4 år;0;0
Tempo;4 - 7 år;0;0
Tempo;8 - 11 år;0;0
Tempo;12 - 15 år;0;0
Tempo;16 - 20 år;0;0
Tempo;Over 20 år;0;0
Tempo;Under 4 år;0;0
Tempo;4 - 7 år;0;0
Tempo;8 - 11 år;0;0
Tempo;12 - 15 år;0;0
Tempo;16 - 20 år;0;0
Tempo;Over 20 år;0;0
Terra;Under 4 år;0;0
Terra;4 - 7 år;0;0
Terra;8 - 11 år;0;0
Terra;12 - 15 år;0;0
Terra;16 - 20 år;0;0
Terra;Over 20 år;0;0
Tesla;Under 4 år;31216;1
Tesla;4 - 7 år;7;0
Tesla;8 - 11 år;61;0
Tesla;12 - 15 år;0;0
Tesla;16 - 20 år;0;0
Tesla;Over 20 år;0;0
Tesla Motors;Under 4 år;4278;0
Tesla Motors;4 - 7 år;13057;0
Tesla Motors;8 - 11 år;5;0
Tesla Motors;12 - 15 år;0;0
Tesla Motors;16 - 20 år;0;0
Tesla Motors;Over 20 år;0;0
Theault;Under 4 år;0;1
Theault;4 - 7 år;0;7
Theault;8 - 11 år;0;3
Theault;12 - 15 år;0;0
Theault;16 - 20 år;0;0
Theault;Over 20 år;0;0
Think;Under 4 år;0;0
Think;4 - 7 år;5;0
Think;8 - 11 år;284;0
Think;12 - 15 år;27;0
Think;16 - 20 år;85;0
Think;Over 20 år;3;0
Toyota;Under 4 år;46099;9873
Toyota;4 - 7 år;68016;10348
Toyota;8 - 11 år;67615;15744
Toyota;12 - 15 år;76670;19031
Toyota;16 - 20 år;59593;10705
Toyota;Over 20 år;28108;5108
Trabant;Under 4 år;0;0
Trabant;4 - 7 år;0;0
Trabant;8 - 11 år;0;0
Trabant;12 - 15 år;0;0
Trabant;16 - 20 år;0;0
Trabant;Over 20 år;45;0
Trailer-Bygg;Under 4 år;0;0
Trailer-Bygg;4 - 7 år;0;0
Trailer-Bygg;8 - 11 år;0;0
Trailer-Bygg;12 - 15 år;0;0
Trailer-Bygg;16 - 20 år;0;0
Trailer-Bygg;Over 20 år;0;0
Trigano;Under 4 år;0;0
Trigano;4 - 7 år;0;0
Trigano;8 - 11 år;0;3
Trigano;12 - 15 år;1;240
Trigano;16 - 20 år;0;2
Trigano;Over 20 år;0;0
Tri-Star;Under 4 år;0;0
Tri-Star;4 - 7 år;0;0
Tri-Star;8 - 11 år;0;0
Tri-Star;12 - 15 år;0;0
Tri-Star;16 - 20 år;365;59
Tri-Star;Over 20 år;17;1
Triumph;Under 4 år;0;0
Triumph;4 - 7 år;0;0
Triumph;8 - 11 år;0;0
Triumph;12 - 15 år;0;0
Triumph;16 - 20 år;0;0
Triumph;Over 20 år;903;0
Truckmaster;Under 4 år;0;0
Truckmaster;4 - 7 år;0;0
Truckmaster;8 - 11 år;0;0
Truckmaster;12 - 15 år;71;87
Truckmaster;16 - 20 år;435;189
Truckmaster;Over 20 år;0;0
Tvr;Under 4 år;0;0
Tvr;4 - 7 år;0;0
Tvr;8 - 11 år;0;0
Tvr;12 - 15 år;0;0
Tvr;16 - 20 år;1;0
Tvr;Over 20 år;20;0
U.A.Z.;Under 4 år;0;0
U.A.Z.;4 - 7 år;0;0
U.A.Z.;8 - 11 år;0;0
U.A.Z.;12 - 15 år;0;0
U.A.Z.;16 - 20 år;0;0
U.A.Z.;Over 20 år;3;0
Um;Under 4 år;0;0
Um;4 - 7 år;0;0
Um;8 - 11 år;0;0
Um;12 - 15 år;0;0
Um;16 - 20 år;0;0
Um;Over 20 år;1;0
Umeslap;Under 4 år;0;5
Umeslap;4 - 7 år;0;4
Umeslap;8 - 11 år;0;0
Umeslap;12 - 15 år;0;0
Umeslap;16 - 20 år;0;0
Umeslap;Over 20 år;0;0
Unimog;Under 4 år;0;0
Unimog;4 - 7 år;0;0
Unimog;8 - 11 år;0;0
Unimog;12 - 15 år;0;0
Unimog;16 - 20 år;0;0
Unimog;Over 20 år;0;3
Unique Motors;Under 4 år;0;0
Unique Motors;4 - 7 år;0;0
Unique Motors;8 - 11 år;0;0
Unique Motors;12 - 15 år;0;0
Unique Motors;16 - 20 år;0;0
Unique Motors;Over 20 år;0;0
Ursus;Under 4 år;0;0
Ursus;4 - 7 år;0;0
Ursus;8 - 11 år;0;0
Ursus;12 - 15 år;0;0
Ursus;16 - 20 år;0;0
Ursus;Over 20 år;0;0
Valiant;Under 4 år;0;0
Valiant;4 - 7 år;0;0
Valiant;8 - 11 år;0;0
Valiant;12 - 15 år;0;0
Valiant;16 - 20 år;0;0
Valiant;Over 20 år;2;0
Vans Barbot;Under 4 år;0;0
Vans Barbot;4 - 7 år;0;2
Vans Barbot;8 - 11 år;0;0
Vans Barbot;12 - 15 år;0;0
Vans Barbot;16 - 20 år;0;0
Vans Barbot;Over 20 år;0;0
Vauxhall;Under 4 år;1;0
Vauxhall;4 - 7 år;2;0
Vauxhall;8 - 11 år;0;0
Vauxhall;12 - 15 år;3;0
Vauxhall;16 - 20 år;9;0
Vauxhall;Over 20 år;227;1
Vaz;Under 4 år;1;0
Vaz;4 - 7 år;0;1
Vaz;8 - 11 år;0;0
Vaz;12 - 15 år;1;0
Vaz;16 - 20 år;0;0
Vaz;Over 20 år;383;35
Velocette;Under 4 år;0;0
Velocette;4 - 7 år;0;0
Velocette;8 - 11 år;0;0
Velocette;12 - 15 år;0;0
Velocette;16 - 20 år;0;0
Velocette;Over 20 år;0;0
Volga;Under 4 år;0;0
Volga;4 - 7 år;0;0
Volga;8 - 11 år;0;0
Volga;12 - 15 år;0;0
Volga;16 - 20 år;0;0
Volga;Over 20 år;31;0
Volkswagen;Under 4 år;63426;31486
Volkswagen;4 - 7 år;96094;39367
Volkswagen;8 - 11 år;82895;31970
Volkswagen;12 - 15 år;73031;22595
Volkswagen;16 - 20 år;48122;8088
Volkswagen;Over 20 år;30074;3792
Volvo;Under 4 år;33979;53
Volvo;4 - 7 år;47160;58
Volvo;8 - 11 år;50793;1
Volvo;12 - 15 år;38946;1
Volvo;16 - 20 år;29242;100
Volvo;Over 20 år;28391;630
Volvo Bm;Under 4 år;0;0
Volvo Bm;4 - 7 år;0;0
Volvo Bm;8 - 11 år;0;0
Volvo Bm;12 - 15 år;0;0
Volvo Bm;16 - 20 år;0;0
Volvo Bm;Over 20 år;0;0
Wanderer;Under 4 år;0;0
Wanderer;4 - 7 år;0;0
Wanderer;8 - 11 år;0;0
Wanderer;12 - 15 år;0;0
Wanderer;16 - 20 år;0;0
Wanderer;Over 20 år;8;0
Wartburg;Under 4 år;0;0
Wartburg;4 - 7 år;0;0
Wartburg;8 - 11 år;0;0
Wartburg;12 - 15 år;0;0
Wartburg;16 - 20 år;0;0
Wartburg;Over 20 år;28;1
Warzawa;Under 4 år;0;0
Warzawa;4 - 7 år;0;0
Warzawa;8 - 11 år;0;0
Warzawa;12 - 15 år;0;0
Warzawa;16 - 20 år;0;0
Warzawa;Over 20 år;0;0
Westfalia;Under 4 år;1;0
Westfalia;4 - 7 år;1;0
Westfalia;8 - 11 år;0;0
Westfalia;12 - 15 år;0;0
Westfalia;16 - 20 år;0;1
Westfalia;Over 20 år;0;0
Westfield;Under 4 år;0;0
Westfield;4 - 7 år;0;0
Westfield;8 - 11 år;1;0
Westfield;12 - 15 år;0;0
Westfield;16 - 20 år;2;0
Westfield;Over 20 år;3;0
White;Under 4 år;0;0
White;4 - 7 år;0;0
White;8 - 11 år;0;0
White;12 - 15 år;0;0
White;16 - 20 år;0;0
White;Over 20 år;1;0
Wilk;Under 4 år;0;0
Wilk;4 - 7 år;0;0
Wilk;8 - 11 år;0;0
Wilk;12 - 15 år;0;0
Wilk;16 - 20 år;0;0
Wilk;Over 20 år;0;0
Willys;Under 4 år;0;0
Willys;4 - 7 år;0;0
Willys;8 - 11 år;0;0
Willys;12 - 15 år;0;0
Willys;16 - 20 år;0;0
Willys;Over 20 år;851;282
Wolseley;Under 4 år;0;0
Wolseley;4 - 7 år;0;0
Wolseley;8 - 11 år;0;0
Wolseley;12 - 15 år;0;0
Wolseley;16 - 20 år;0;0
Wolseley;Over 20 år;26;0
Zastava;Under 4 år;0;0
Zastava;4 - 7 år;0;0
Zastava;8 - 11 år;0;0
Zastava;12 - 15 år;0;0
Zastava;16 - 20 år;0;0
Zastava;Over 20 år;13;0
Zim;Under 4 år;0;0
Zim;4 - 7 år;0;0
Zim;8 - 11 år;0;0
Zim;12 - 15 år;0;0
Zim;16 - 20 år;0;0
Zim;Over 20 år;1;0
Zimmer;Under 4 år;0;0
Zimmer;4 - 7 år;0;0
Zimmer;8 - 11 år;0;0
Zimmer;12 - 15 år;0;0
Zimmer;16 - 20 år;0;0
Zimmer;Over 20 år;1;0
Andre merker;Under 4 år;0;9
Andre merker;4 - 7 år;4;12
Andre merker;8 - 11 år;21;39
Andre merker;12 - 15 år;48;267
Andre merker;16 - 20 år;360;108
Andre merker;Over 20 år;842;107
